id,Branch,gender,Category,articleType,baseColour,season,year,usage,Product DisplayName, Price,Sales,review_score
8283,Da Nang,women,Fragrance,Perfume and Body Mist,Silver,Spring,2021,Casual,Police Men Titanium Wings Perfume,382,246,5
8284,Ha Noi,women,Topwear,Tshirts,Brown,Summer,2018,Casual,ADIDAS Originals Men ST Logo White Tshirt,433,693,3
8285,Ho Chi Minh City,women,Topwear,Tshirts,Purple,Fall,2022,Casual,DUSG Women's Mother & Child Bamboo Sand T-shirt,437,691,1
8286,Ho Chi Minh City,women,Topwear,Kurtas,Purple,Summer,2022,Ethnic,W Women Printed Beige Kurta,330,173,5
8287,Kontum,men,Topwear,Tshirts,White,Summer,2022,Casual,Proline Men Black V-Neck T-shirt,407,766,3
8288,Ho Chi Minh City,women,Wallets,Wallets,Brown,Winter,2021,Casual,Bulchee Men Black & Brown Wallet,258,389,3
8289,Kontum,women,Ties,Ties,Blue,Summer,2018,Casual,Park Avenue Men Blue Tie,184,728,5
8290,Ho Chi Minh City,women,Topwear,Shirts,Blue,Fall,2019,Casual,Locomotive Men Check Blue Shirt,271,722,5
8291,Ha Noi,women,Fragrance,Perfume and Body Mist,Purple,Spring,2022,Casual,Revlon Charlie Perfume,293,566,3
8292,Ha Noi,women,Topwear,Kurtas,Black,Fall,2021,Ethnic,W Women Thread Work Pink Kurta,276,382,5
8293,Ho Chi Minh City,men,Topwear,Tops,Blue,Summer,2022,Casual,Gini and Jony Girls Nautical Blues Navy Blue Top,206,260,4
8294,Kontum,men,Topwear,Shirts,Blue,Fall,2018,Casual,Wrangler Women Checkerd Blue Shirt,103,217,2
8295,Da Nang,women,Jewellery,Earrings,Black,Fall,2019,Casual,Rreverie Gold Plated Earrings,165,586,5
8296,Ha Noi,women,Bags,Handbags,Brown,Summer,2019,Casual,Lino Perros Unisex Beige Sling Bag,291,464,5
8297,Ha Noi,men,Shoes,Flats,Blue,Winter,2021,Casual,HM Women Orange Sandals,151,734,1
8298,Ho Chi Minh City,men,Watches,Watches,Black,Winter,2022,Sports,ADIDAS Unisex Duramo Black Watch,401,673,1
8299,Da Nang,men,Topwear,Tshirts,Blue,Summer,2020,Casual,Gini and Jony Boys Printed Black T-Shirt,392,104,5
8300,Ha Noi,women,Loungewear and Nightwear,Baby Dolls,Black,Winter,2022,Casual,Red Rose Red Nightdress,293,391,2
8301,Ha Noi,women,Topwear,Tshirts,Blue,Summer,2022,Casual,Wrangler Women Birdy Tee Black T-shirt,457,378,1
8302,Kontum,men,Topwear,Shirts,Blue,Fall,2022,Casual,Mark Taylor Men Solid Blue Shirts,191,404,4
8303,Ho Chi Minh City,women,Sandal,Sandals,Purple,Fall,2022,Casual,Nike Men Straprunner Grey Sandals,241,523,1
8304,Ho Chi Minh City,women,Eyewear,Sunglasses,Blue,Winter,2021,Casual,Idee Men Black Sunglasses,238,282,2
8305,Da Nang,women,Shoes,Casual Shoes,Silver,Summer,2018,Casual,Vans Men Brown Casual Shoes,464,702,3
8306,Ha Noi,women,Topwear,Tshirts,Brown,Fall,2020,Casual,ADIDAS Men Printed Black Tshirt,342,220,5
8307,Kontum,women,Shoes,Casual Shoes,Black,Fall,2018,Casual,iD Men Blue Casual Shoes,367,480,2
8308,Da Nang,women,Bottomwear,Jeans,Brown,Fall,2019,Casual,Spykar Men Style Essentials Spykar Basic Attire Series 0428 Blue Jeans,128,258,5
8309,Ha Noi,women,Topwear,Dresses,White,Summer,2022,Casual,ONLY Women Cream A-Line Dress,342,323,4
8310,Ha Noi,men,Flip Flops,Flip Flops,Silver,Summer,2021,Casual,ADIDAS Men Green Psychedellic Flip Flops,144,562,5
8311,Ha Noi,men,Watches,Watches,Blue,Winter,2022,Casual,Titan Women Raga Silver Dial Watch,276,548,2
8312,Ha Noi,women,Eyewear,Sunglasses,Purple,Winter,2021,Casual,Ray-Ban Men Aviator Sunglasses,140,227,5
8313,Ho Chi Minh City,women,Sandal,Sandals,Purple,Summer,2022,Casual,Red Tape Men Black Sandals,135,81,5
8314,Ha Noi,women,Bottomwear,Trousers,Brown,Summer,2020,Formal,Scullers For Her Beige Trousers,307,284,5
8315,Ho Chi Minh City,men,Fragrance,Perfume and Body Mist,Black,Spring,2021,Casual,York Men Aqua Minerale Perfume,284,278,3
8316,Da Nang,men,Topwear,Tshirts,Silver,Summer,2021,Casual,United Colors of Benetton Men Black T-shirt,412,302,3
8317,Kontum,men,Lips,Lip Gloss,Blue,Spring,2021,Casual,Deborah Golden Pink Euphoric Shine 04 Lip Gloss,328,336,3
8318,Ha Noi,men,Bags,Backpacks,Brown,Fall,2022,Casual,Fastrack Unisex Black White Printed Sling Bag,296,81,2
8319,Kontum,women,Loungewear and Nightwear,Nightdress,Purple,Summer,2022,Casual,Inaya Women Grape Babydoll Nightdress,196,232,5
8320,Da Nang,women,Bags,Backpacks,White,Summer,2021,Casual,Nike Unisex Grey Backpack,249,125,2
8321,Kontum,women,Saree,Sarees,Silver,Fall,2022,Ethnic,Prafful Maroon Crepe Printed Saree,263,700,3
8322,Kontum,men,Topwear,Tops,Purple,Summer,2020,Casual,French Connection Women Rust Top,418,753,2
8323,Ho Chi Minh City,men,Topwear,Tshirts,Brown,Fall,2019,Casual,Mr. Men Men Mr. Nonsense Purple Tshirts,442,560,3
8324,Da Nang,women,Topwear,Tops,Purple,Summer,2022,Casual,Femella Women Yellow Top,244,548,5
8325,Ha Noi,women,Watches,Watches,Blue,Winter,2022,Casual,Fastrack Men Silver Casual Watch,137,232,1
8326,Ha Noi,women,Shoes,Sports Shoes,White,Summer,2018,Sports,Nike Men's Sweet Classic Leather Grey White Shoe,196,767,1
8327,Ho Chi Minh City,women,Shoes,Sports Shoes,Silver,Summer,2021,Sports,Puma Men Black Sports Shoes,138,140,5
8328,Ho Chi Minh City,women,Fragrance,Perfume and Body Mist,Brown,Spring,2020,Casual,Davidoff Women Cool Water Perfume,201,231,2
8329,Ha Noi,men,Wallets,Wallets,Brown,Summer,2019,Casual,Lee Men Fashion Brown Wallet,466,414,5
8330,Ha Noi,women,Innerwear,Briefs,Purple,Summer,2018,Casual,Jockey ELANCE Men Red Briefs 1010,309,739,5
8331,Ha Noi,men,Shoes,Formal Shoes,Silver,Fall,2018,Formal,Clarks Men Black Formal Shoes,259,749,5
8332,Ha Noi,men,Flip Flops,Flip Flops,Purple,Winter,2020,Casual,iPanema Women Black Flip Flops,319,418,5
8333,Ha Noi,women,Topwear,Tshirts,White,Summer,2021,Casual,Gini and Jony Boys Wild West Red T-shirt,227,582,4
8334,Ho Chi Minh City,men,Jewellery,Earrings,White,Fall,2020,Casual,Rreverie Silver & Green Earrings,145,625,1
8335,Ho Chi Minh City,women,Shoes,Casual Shoes,Purple,Summer,2021,Casual,Reebok Men's Blaze White Shoe,241,300,3
8336,Ho Chi Minh City,women,Topwear,Tshirts,White,Fall,2021,Casual,Ed Hardy Men Printed Red Tshirts,152,225,3
8337,Kontum,men,Bags,Handbags,Black,Summer,2018,Casual,Be For Bag Women Pack of 3 Bag,429,510,2
8338,Ho Chi Minh City,women,Sandal,Sandals,Blue,Winter,2022,Casual,Red Tape Men Brown Sandals,227,471,4
8339,Ho Chi Minh City,women,Topwear,Tshirts,Blue,Fall,2022,Casual,Levi's Men Printed White Tshirts,273,379,5
8340,Da Nang,women,Topwear,Shirts,Purple,Summer,2022,Casual,Locomotive Men Blue Check Shirt,278,773,2
8341,Ho Chi Minh City,women,Topwear,Tshirts,Black,Summer,2018,Casual,s.Oliver Men's Mint Polo Grey Stripes Blue T-shirt,280,782,3
8342,Ho Chi Minh City,men,Topwear,Kurtas,Brown,Fall,2021,Ethnic,W Women Brown Printed Kurta,477,504,5
8343,Ha Noi,women,Shoes,Sports Shoes,White,Fall,2019,Sports,Puma Women Osu NM Black Purple Shoe,151,204,3
8344,Ha Noi,women,Innerwear,Trunk,White,Summer,2021,Casual,Jockey COMFORT PLUS Men Comfort Plus Grey Trunks 8015,276,639,2
8345,Ho Chi Minh City,women,Innerwear,Trunk,Silver,Summer,2021,Casual,Jockey SPORT PERFORMANCE Men Black Trunks SP08,400,347,2
8346,Kontum,women,Belts,Belts,Silver,Summer,2018,Formal,New Hide Men Black & Brown Reversible Belt,396,360,5
8347,Kontum,men,Topwear,Tshirts,Silver,Summer,2022,Casual,Mr. Men Printed Charcoal T-shirt,170,229,1
8348,Kontum,women,Ties,Ties,Black,Summer,2022,Formal,Peter England Men Elite Blue Tie,211,595,3
8349,Ho Chi Minh City,women,Shoes,Casual Shoes,Silver,Fall,2018,Casual,Timberland Men Toddler Brown Casual Shoes,296,736,4
8350,Ho Chi Minh City,men,Fragrance,Perfume and Body Mist,Black,Spring,2021,Casual,York Women Miss Angel Perfume,356,337,4
8351,Ha Noi,men,Topwear,Tops,Purple,Fall,2021,Casual,United Colors of Benetton Women Printed Green Top,381,109,2
8352,Da Nang,women,Lips,Lipstick,Black,Spring,2020,Casual,Deborah Pink Light Creator Shine Volume 6 Lipstick,136,676,5
8353,Kontum,men,Topwear,Tshirts,Brown,Summer,2021,Casual,Locomotive Men Solid Langford Grey T-Shirts,301,323,4
8354,Ho Chi Minh City,men,Topwear,Shirts,Blue,Summer,2018,Casual,Arrow Sport Men White Shirt,371,168,4
8355,Da Nang,men,Shoes,Casual Shoes,Brown,Winter,2019,Casual,Red Chief Men Brown Casual Shoes,328,794,5
8356,Ho Chi Minh City,men,Belts,Belts,White,Summer,2021,Casual,Peter England Men Black Belt,363,411,5
8357,Kontum,women,Wallets,Wallets,Purple,Fall,2020,Formal,Newhide Authentic Wallet,496,728,5
8358,Ha Noi,women,Bags,Handbags,Silver,Fall,2019,Casual,Fiorelli Women Chocolate Brown Leather Handbag,125,482,5
8359,Ho Chi Minh City,women,Topwear,Sweatshirts,Brown,Fall,2020,Sports,Urban Yoga Women Printed Grey Sweatshirt,433,346,5
8360,Ho Chi Minh City,women,Bags,Clutches,Brown,Summer,2018,Casual,Baggit Women Black Clutch,450,216,5
8361,Ha Noi,men,Nails,Nail Polish,Silver,Spring,2020,Casual,Colorbar Windsor Rose Nail Lacquer 51,454,564,5
8362,Da Nang,men,Shoes,Sports Shoes,White,Summer,2022,Sports,Nike Men Black T-Lite Sports Shoes,215,755,5
8363,Ha Noi,men,Topwear,Tshirts,Black,Summer,2020,Casual,Nike Women You Wish Black T-shirt,269,376,1
8364,Da Nang,women,Jewellery,Earrings,Brown,Fall,2020,Ethnic,Royal Diadem Red Earrings,276,143,5
8365,Ha Noi,women,Topwear,Shirts,Purple,Fall,2020,Casual,Highlander Men Red Striped Shirt,125,788,3
8366,Ha Noi,women,Makeup,Foundation and Primer,Brown,Spring,2021,Casual,Lakme Absolute Mattreal Ivory Fair Skin Natural Mousse 01,236,310,3
8367,Kontum,men,Bags,Clutches,Blue,Summer,2019,Casual,Rocia Women Black Clutch,466,580,2
8368,Kontum,women,Shoes,Casual Shoes,Purple,Summer,2019,Casual,Woodland Men Camel Casual Shoes,296,422,1
8369,Kontum,women,Topwear,Tshirts,Brown,Summer,2019,Casual,Guerrilla Men's I Like What I See Navy Blue T-shirt,157,548,4
8370,Ha Noi,women,Eyewear,Sunglasses,White,Winter,2021,Casual,Fastrack Titan Unisex Sunglasses FTML008GLGP1,393,174,2
8371,Kontum,women,Bottomwear,Trousers,Blue,Winter,2020,Casual,French Connection Women Olive Trousers,160,566,5
8372,Ho Chi Minh City,men,Topwear,Dupatta,Black,Summer,2020,Ethnic,Fabindia Printed Beige and Black Dupatta,307,566,2
8373,Da Nang,women,Topwear,Shirts,Black,Summer,2019,Casual,Scullers Men Check Red & Blue Shirt,305,477,5
8374,Kontum,women,Topwear,Shirts,Blue,Fall,2022,Casual,Indigo Nation Men   Blue & White Stripe Shirt,123,440,5
8375,Ha Noi,men,Topwear,Shirts,Blue,Summer,2022,Casual,Locomotive Men Green Checked Shirt,204,176,3
8376,Da Nang,men,Shoes,Sports Shoes,Purple,Summer,2019,Sports,Nike Men Tiempo Natural IV Vtr White Sports Shoes,485,737,5
8377,Da Nang,women,Topwear,Tshirts,Silver,Summer,2022,Casual,Levis Kids Girl's Diaz Pink Polo Tshirt,459,255,2
8378,Kontum,men,Wallets,Wallets,Brown,Summer,2022,Casual,Hidekraft Women Red Wallet,347,485,4
8379,Ho Chi Minh City,women,Topwear,Shirts,Black,Fall,2022,Formal,Mark Taylor Men Off White & Blue Striped Shirt,134,167,5
8380,Kontum,men,Jewellery,Earrings,Purple,Winter,2022,Casual,ToniQ Women Silver Earrings,125,150,4
8381,Ha Noi,women,Flip Flops,Flip Flops,White,Fall,2020,Casual,Playboy Men Casual Red Slippers,247,265,5
8382,Da Nang,women,Topwear,Shirts,Brown,Summer,2021,Casual,Palm Tree Boys Check White Shirt,195,167,2
8383,Ha Noi,women,Topwear,Tshirts,Blue,Summer,2018,Casual,Puma Men Red Foundation Polo T-shirt,122,618,5
8384,Da Nang,women,Bottomwear,Trousers,Purple,Fall,2018,Formal,Indigo Nation Men Cream Trouser Cream Trousers,291,343,1
8385,Kontum,women,Saree,Sarees,Purple,Summer,2020,Ethnic,Fabindia White Hand Printed Sari,246,741,1
8386,Kontum,women,Eyewear,Sunglasses,Brown,Winter,2020,Casual,Basics Men Aviator Sunglasses,129,452,1
8387,Da Nang,men,Watches,Watches,Purple,Winter,2021,Casual,Citizen Men White Dial Watch,426,467,5
8388,Da Nang,women,Topwear,Tshirts,Purple,Summer,2021,Casual,Madagascar3 Boys Blue Printed T-Shirt,252,363,1
8389,Da Nang,women,Bags,Laptop Bag,Silver,Winter,2019,Casual,American Tourister Unisex Black Laptop Bag,459,184,3
8390,Ho Chi Minh City,women,Bottomwear,Shorts,Black,Summer,2021,Casual,Indigo Nation Men Check Charcoal Shorts,499,553,4
8391,Ha Noi,men,Topwear,Tshirts,Brown,Summer,2022,Casual,Wrangler Men's 1947 Light Weight Blue T-shirt,341,620,5
8392,Da Nang,men,Topwear,Shirts,White,Fall,2021,Casual,U.S. Polo Assn. Men Check Brown Shirt,450,194,5
8393,Da Nang,women,Bottomwear,Capris,Brown,Fall,2019,Casual,DUSG Women Uttarkashi Organic Endive Capri,182,375,1
8394,Ho Chi Minh City,women,Loungewear and Nightwear,Lounge Shorts,Silver,Winter,2019,Casual,Chromozome Men Charcoal Lounge Shorts,279,688,2
8395,Kontum,men,Topwear,Tops,Brown,Summer,2021,Casual,W Women Printed Dark Brown Top,391,658,2
8396,Ho Chi Minh City,women,Topwear,Kurtas,Black,Summer,2021,Ethnic,Alma Women Maroon Printed Kurta,475,332,5
8397,Da Nang,men,Topwear,Tops,Purple,Fall,2022,Casual,Jealous 21 Women Jealous Rain Blue Top Blue Tops,307,386,2
8398,Ho Chi Minh City,women,Eyewear,Sunglasses,Blue,Winter,2019,Casual,Idee Women Funky Eyewear Black Sunglasses,230,622,4
8399,Kontum,women,Topwear,Sweatshirts,Blue,Summer,2021,Casual,ADIDAS Originals Women F Sleek Trf Grey Sweatshirt,261,591,2
8400,Ha Noi,men,Topwear,Shirts,White,Summer,2022,Casual,Probase Men Check Brown Shirt,282,494,5
8401,Da Nang,women,Bags,Backpacks,Silver,Fall,2021,Casual,Puma Unisex Flow Black Backpacks,473,738,5
8402,Da Nang,men,Stoles,Stoles,Blue,Summer,2021,Ethnic,Fabindia Women Printed Beige & Black Stole,376,116,5
8403,Kontum,women,Watches,Watches,White,Winter,2021,Casual,Giordano Men White Dial Watch,152,496,3
8404,Da Nang,women,Wallets,Wallets,Blue,Summer,2020,Casual,French Connection Men Black Wallet,324,421,5
8405,Ho Chi Minh City,women,Accessories,Accessory Gift Set,Purple,Fall,2018,Formal,Arrow Men Formal Purple Tie+Cufflink+Pocket square - Combo Pack,225,256,5
8406,Da Nang,women,Watches,Watches,Black,Winter,2018,Casual,ADIDAS Originals Men White Dial Watch ADH2660,355,444,1
8407,Da Nang,men,Bags,Handbags,Blue,Summer,2021,Casual,Baggit Women Purple Bag,433,128,5
8408,Da Nang,men,Sandal,Sandals,Black,Winter,2022,Casual,Woodland Men Olive Casual Sandals,403,129,3
8409,Da Nang,women,Eyewear,Sunglasses,Brown,Winter,2018,Casual,Fastrack Women Gradient Sunglasses P168BK1F,172,452,2
8410,Kontum,men,Fragrance,Fragrance Gift Set,Purple,Spring,2019,Casual,Swiss Army Men Classic Perfume & Deodorant Set,488,223,3
8411,Ha Noi,women,Topwear,Sweaters,Black,Summer,2019,Casual,Wills Lifestyle Men Striped Green Sweater,125,446,1
8412,Kontum,women,Topwear,Tshirts,Brown,Summer,2020,Sports,ADIDAS Men White Liverpool Jersey,218,631,4
8413,Kontum,women,Topwear,Shirts,Purple,Summer,2019,Casual,Horsefly Men Navy Blue & Red Striped Shirt,383,768,3
8414,Da Nang,men,Innerwear,Bra,Purple,Summer,2021,Casual,Avirate Women Black Bra,470,314,5
8415,Ho Chi Minh City,men,Topwear,Tshirts,Purple,Summer,2021,Casual,Myntra Men's I Am Tired Of Working Sky Blue T-shirt,235,322,2
8416,Da Nang,women,Shoes,Formal Shoes,Blue,Summer,2020,Formal,Franco Leone Men Formal Black Formal Shoes,120,472,5
8417,Kontum,men,Shoes,Casual Shoes,Purple,Fall,2022,Casual,Puma Men White Surge Shoes,463,479,2
8418,Da Nang,women,Topwear,Kurtas,White,Fall,2021,Ethnic,Ayaany Women White Printed Kurta,444,671,5
8419,Kontum,women,Shoes,Casual Shoes,White,Fall,2019,Formal,Lee Cooper Men Brown Shoes,210,583,4
8420,Kontum,women,Topwear,Tops,Black,Summer,2021,Casual,Tokyo Talkies Women Grey Melange Printed Top,214,404,5
8421,Ho Chi Minh City,men,Saree,Sarees,Brown,Fall,2020,Ethnic,FNF Multi Coloured Sari,282,481,1
8422,Da Nang,women,Topwear,Tops,Silver,Summer,2020,Casual,United Colors of Benetton Kids Girls Red Printed Top,263,635,3
8423,Ho Chi Minh City,women,Innerwear,Camisoles,Brown,Summer,2020,Casual,Femella Women White Camisole 005G,338,558,5
8424,Ho Chi Minh City,men,Jewellery,Pendant,Blue,Summer,2019,Casual,Lucera Silver Pendant With Chain,464,104,1
8425,Kontum,men,Topwear,Tshirts,White,Fall,2020,Casual,Locomotive Men Printed Grey T-shirt,362,372,2
8426,Da Nang,women,Topwear,Shirts,Black,Summer,2022,Casual,Indigo Nation Men White Shirt,155,438,5
8427,Da Nang,women,Topwear,Tshirts,Brown,Summer,2018,Casual,Wrangler Men's Poster Print Slub Blue T-shirt,433,281,2
8428,Ho Chi Minh City,women,Loungewear and Nightwear,Night suits,Silver,Summer,2018,Casual,Little Miss Intimates Black Pyjama Set,163,531,5
8429,Ho Chi Minh City,women,Eyewear,Sunglasses,Blue,Winter,2021,Casual,Police Men Casual Blue Sunglasses,149,220,4
8430,Ho Chi Minh City,women,Wallets,Wallets,Blue,Fall,2021,Casual,Reid & Taylor Men Casual Black Wallets,264,655,5
8431,Ha Noi,women,Headwear,Caps,Black,Summer,2018,Sports,Nike Men Cricket Navy Blue Cap,334,203,3
8432,Kontum,women,Topwear,Kurtas,Brown,Summer,2019,Ethnic,Fabindia Men White Kurta,174,526,3
8433,Ha Noi,men,Bags,Backpacks,Silver,Fall,2018,Casual,Puma Unisex Echo Grey Backpacks,433,96,5
8434,Da Nang,women,Jewellery,Earrings,Black,Summer,2021,Casual,Lucera Women Silver Earrings,492,748,3
8435,Kontum,men,Topwear,Shirts,Blue,Summer,2021,Formal,Reid & Taylor Men Red Striped Shirt,492,315,4
8436,Kontum,women,Belts,Belts,Black,Winter,2021,Casual,Fastrack Unisex Leatherette Black Belt,440,428,3
8437,Da Nang,men,Bags,Backpacks,Purple,Spring,2022,Casual,Wildcraft Unisex Black & Grey Backpack,150,606,4
8438,Ha Noi,women,Ties,Ties,Blue,Summer,2022,Casual,Hakashi Men Grey Silk Tie,317,183,1
8439,Da Nang,women,Topwear,Tops,Black,Summer,2018,Casual,Mineral Women Purple Top,287,456,5
8440,Kontum,women,Shoes,Heels,Black,Winter,2021,Casual,HM Women Blue Heels,243,579,3
8441,Ho Chi Minh City,women,Shoes,Casual Shoes,Black,Summer,2018,Casual,Gliders Men Olive Shoes,309,547,3
8442,Da Nang,women,Shoes,Casual Shoes,Brown,Fall,2021,Casual,ADIDAS Originals Women Concord Round Beige Casual Shoes,334,322,5
8443,Da Nang,men,Topwear,Tshirts,Brown,Summer,2020,Casual,Lee Men's Quill Indigo Mood T-shirt,373,698,1
8444,Da Nang,men,Shoes,Casual Shoes,White,Fall,2018,Casual,Puma Men Future Cat M1 White Casual Shoes,481,630,1
8445,Ho Chi Minh City,men,Socks,Socks,Blue,Summer,2021,Sports,Fila Men Navy Blue Socks,308,791,3
8446,Ha Noi,men,Topwear,Tshirts,White,Fall,2021,Casual,Ant Kids Multi Colour Grey Tshirts,453,326,1
8447,Ho Chi Minh City,men,Shoes,Flats,Brown,Winter,2020,Casual,Catwalk Women  Blue Casual Shoes,224,84,4
8448,Kontum,men,Watches,Watches,Purple,Winter,2019,Casual,Fastrack Men Black Dial Watch,250,364,2
8449,Ha Noi,women,Shoes,Sports Shoes,Brown,Fall,2018,Sports,Puma Women Faas 300 Black Sports Shoes,269,785,2
8450,Ho Chi Minh City,women,Eyewear,Sunglasses,Purple,Winter,2022,Casual,United Colors of Benetton Men Sunglasses,125,719,2
8451,Da Nang,women,Topwear,Tshirts,Purple,Summer,2018,Casual,Proline Men Blue Polo Tshirt,190,324,5
8452,Ho Chi Minh City,women,Socks,Socks,Blue,Summer,2021,Sports,Puma Men Sport Quarters Pack of 3 White Socks,351,156,1
8453,Da Nang,women,Bottomwear,Skirts,Blue,Summer,2021,Ethnic,Fabindia Women Printed Mustard Skirt,224,579,1
8454,Ha Noi,women,Watches,Watches,Black,Winter,2022,Casual,ADIDAS Unisex Black Dial Watch,482,161,5
8455,Ha Noi,women,Innerwear,Briefs,Silver,Summer,2021,Casual,Jockey ZONE Men Zone Grey Brief US17,205,552,5
8456,Ho Chi Minh City,women,Headwear,Caps,Purple,Summer,2022,Casual,ADIDAS Unisex Corp Blue Cap,231,191,4
8457,Ha Noi,men,Watches,Watches,Silver,Winter,2021,Casual,Helix Men Black Dial Watch,413,438,4
8458,Ha Noi,men,Ties,Ties,Blue,Summer,2018,Formal,Peter England Men Elite Purple Tie,123,196,5
8459,Ha Noi,men,Bags,Handbags,Purple,Summer,2022,Casual,Nyk Women Mustard Biker Sling Bag,455,515,5
8460,Ho Chi Minh City,men,Flip Flops,Flip Flops,Purple,Summer,2022,Casual,Puma Women's Coral Pink White Flip Flop,474,417,5
8461,Ho Chi Minh City,women,Sandal,Sandals,Purple,Fall,2019,Casual,Warner Bros Kids Unisex TJ Hit & Chase Flops Red Slippers,298,86,1
8462,Kontum,women,Bottomwear,Shorts,White,Winter,2018,Sports,Nike Black Legacy Woven     Training  Shorts,440,699,5
8463,Ho Chi Minh City,women,Topwear,Sweatshirts,White,Fall,2019,Sports,ADIDAS Men Real Madrid Black Sweatshirts,261,509,4
8464,Ha Noi,men,Belts,Belts,Silver,Summer,2020,Casual,Peter England Men Brown Belt,476,772,5
8465,Da Nang,men,Socks,Socks,Purple,Summer,2019,Sports,Jockey LCESCBRA Men Pack of 3 Socks 2004,262,553,2
8466,Ho Chi Minh City,men,Topwear,Tshirts,Black,Fall,2022,Casual,Quechua Mens Brown T-shirt,454,209,4
8467,Da Nang,men,Bottomwear,Trousers,White,Fall,2020,Casual,Highlander Men Solid Black Trouser,196,543,5
8468,Ha Noi,women,Sandal,Sandals,Purple,Fall,2020,Casual,ID Men Grey Casual Sandals,261,649,5
8469,Da Nang,men,Topwear,Tshirts,White,Winter,2021,Casual,U.S. Polo Assn. Men Solid Black Tshirt,335,485,2
8470,Ha Noi,women,Topwear,Tops,Blue,Spring,2020,Ethnic,W Women's Deep U Neck Sleeveless White Black Top,345,546,2
8471,Kontum,women,Fragrance,Perfume and Body Mist,Blue,Spring,2021,Casual,Rasasi Women Soul Secret Perfume,481,140,1
8472,Kontum,women,Topwear,Tshirts,Brown,Summer,2020,Casual,Myntra Men Red Meltdown T-shirt,180,644,2
8473,Ho Chi Minh City,women,Loungewear and Nightwear,Lounge Pants,Black,Summer,2021,Sports,Chromozome Men Grey Melange Fashion Lounge Pants S-5145,358,170,1
8474,Da Nang,men,Topwear,Tshirts,Brown,Summer,2019,Casual,Probase Men's Standing Out Yellow T-shirt,108,345,5
8475,Kontum,men,Socks,Socks,Silver,Summer,2021,Casual,Smartoe Men Pack of 3 Socks,490,422,3
8476,Da Nang,women,Topwear,Tshirts,Purple,Fall,2019,Casual,Chimp Men VVVIP Grey T-shirts,306,361,5
